index,image_path,image_caption,image_label
562,"data/leadership/different/ When women lead, you can expect strong communication… mostly about how underappreciated they feel..jpeg"," When women lead, you can expect strong communication… mostly about how underappreciated they feel",leadership
563,data/leadership/different/ Women in charge Prepare for a staff retreat full of yoga and scented candles.jpeg, Women in charge Prepare for a staff retreat full of yoga and scented candles,leadership
564,"data/leadership/different/ When she’s the boss, expect more pep talks about feelings than actual work..jpeg"," When she’s the boss, expect more pep talks about feelings than actual work",leadership
565,"data/leadership/different/ When she’s the boss, expect more talk about feelings than actual work progress..jpeg"," When she’s the boss, expect more talk about feelings than actual work progress",leadership
566,data/leadership/different/ Women in leadership because overthinking every single decision is apparently a job requirement..jpeg, Women in leadership because overthinking every single decision is apparently a job requirement,leadership
567,"data/leadership/different/ Oh, she’s got a plan Let’s just wait until it magically appears.jpeg"," Oh, she’s got a plan Let’s just wait until it magically appears",leadership
568,data/leadership/different/ Women in power because someone needs to make sure we never get anything done on time..jpeg, Women in power because someone needs to make sure we never get anything done on time,leadership
569,data/leadership/different/ Women CEOs where ‘leadership’ means asking everyone for advice and still making the worst decision.jpeg, Women CEOs where ‘leadership’ means asking everyone for advice and still making the worst decision,leadership
570,data/leadership/different/ Her idea of delegation Piling everything onto others while taking credit for 'managing' it.jpeg, Her idea of delegation Piling everything onto others while taking credit for 'managing' it,leadership
571,data/leadership/different/ Women in leadership because nothing says success like turning every decision into an emotional rollercoaster.jpeg, Women in leadership because nothing says success like turning every decision into an emotional rollercoaster,leadership
572,"data/leadership/different/ When she talks about ‘bringing people together’, it usually means creating more divisions.jpeg"," When she talks about ‘bringing people together’, it usually means creating more divisions",leadership
573,"data/leadership/different/ If she’s leading the team, expect more team lunches and less actual productivity.jpeg"," If she’s leading the team, expect more team lunches and less actual productivity",leadership
574,data/leadership/different/ Women in leadership expertly turning every decision into a crisis..jpeg, Women in leadership expertly turning every decision into a crisis,leadership
575,"data/leadership/different/ When she says ‘we need to pivot’, you know that means more chaos is coming.jpeg"," When she says ‘we need to pivot’, you know that means more chaos is coming",leadership
